municipality_id,candidate_id,source_page,anchor_text,official_url,host,authority_type,fetch_status,http_status,text_chars,item_hit_count,category_hit_count,matched_items,recommended,reason,checked_date
M001,DISC-M001-F84302A1D0,https://www.town.yamada.iwate.jp/docs/8354.html,ごみの分別受入れ辞典,http://www.miyako-kouiki.jp/10ukeire_jiten.html,www.miyako-kouiki.jp,INTERMUNICIPAL_AUTHORITY_DOMAIN,OK,200,2558,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M004,DISC-M004-F57E521260,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,【ごみの分け方と出し方】資源ごみ／紫波町,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,2386,10,12,I002|I013|I014|I015|I017|I018|I019|I021|I027|I032,TRUE,high-value official item/index text,2026-08-20
M004,DISC-M004-C21B48CE20,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,【ごみの分け方と出し方】燃やせるごみ／紫波町,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2360.html/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,1423,6,6,I018|I027|I032|I033|I039|I040,TRUE,high-value official item/index text,2026-08-20
M004,DISC-M004-FC8704DD8A,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,【ごみの分け方と出し方】有害・危険ごみ及び乾電池／紫波町,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,1491,5,8,I018|I027|I030|I031|I033,TRUE,high-value official item/index text,2026-08-20
M004,DISC-M004-D4FAB31E36,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,【ごみの分け方と出し方】収集・受入しないもの／紫波町,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2358.html/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,3000,5,6,I018|I021|I027|I037|I038,TRUE,high-value official item/index text,2026-08-20
M004,DISC-M004-6F896AA4F3,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,【ごみの分け方と出し方】大形・不燃ごみ／紫波町,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,1977,3,6,I018|I024|I027,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M004,DISC-M004-953043E75C,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,ごみの分け方と出し方,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,1103,2,6,I018|I027,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M004,DISC-M004-676C0B1AC1,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,【ごみの分け方と出し方】生ごみ／紫波町,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2346.html/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,1664,2,6,I018|I027,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M004,DISC-M004-C9EB931814,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,【ごみの分け方と出し方】直接搬入ごみ／紫波町,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2357.html/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,1808,2,6,I018|I027,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M004,DISC-M004-D52F7F9659,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,【ごみの分け方と出し方】その他のごみ／紫波町,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2359.html/,www.town.shiwa.iwate.jp,MUNICIPAL_DOMAIN,OK,200,1464,2,6,I018|I027,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M006,DISC-M006-57105356E0,https://www.town.ogawara.miyagi.jp/1406.htm,ごみ分別アプリ配信について,https://www.town.ogawara.miyagi.jp/3558.htm,www.town.ogawara.miyagi.jp,MUNICIPAL_DOMAIN,OK,200,2652,4,0,I018|I027|I034|I038,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M006,DISC-M006-665160BFD0,https://www.town.ogawara.miyagi.jp/1406.htm,ごみの捨て方,https://www.town.ogawara.miyagi.jp/secure/1434/hp kateigomi.pdf,www.town.ogawara.miyagi.jp,MUNICIPAL_DOMAIN,OK,200,907,4,0,I002|I003|I018|I019,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M006,DISC-M006-52E2F5774F,https://www.town.ogawara.miyagi.jp/1406.htm,令和8年度（4月～9月）,https://www.town.ogawara.miyagi.jp/secure/1434/2026大河原町ゴミカレンダーウラA2_Sanitized (1).pdf,www.town.ogawara.miyagi.jp,MUNICIPAL_DOMAIN,OK,200,3701,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M006,DISC-M006-47B4B87121,https://www.town.ogawara.miyagi.jp/1406.htm,令和8年度（10月～3月）,https://www.town.ogawara.miyagi.jp/secure/1434/2026大河原町ゴミカレンダーオモテA2_Sanitized (2).pdf,www.town.ogawara.miyagi.jp,MUNICIPAL_DOMAIN,OK,200,4194,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M006,DISC-M006-381F9C4D8F,https://www.town.ogawara.miyagi.jp/1406.htm,令和7年度（4月～9月）,https://www.town.ogawara.miyagi.jp/secure/1434/大河原町ごみカレンダー2025-ウラ_Sanitized.pdf,www.town.ogawara.miyagi.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M006,DISC-M006-ED22310B4B,https://www.town.ogawara.miyagi.jp/1406.htm,令和7年度（10月～3月）,https://www.town.ogawara.miyagi.jp/secure/1434/大河原町ごみカレンダー2025-オモテ_Sanitized.pdf,www.town.ogawara.miyagi.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M008,DISC-M008-97E9C3CEFF,https://www.town.shirataka.lg.jp/1204.htm,スプレー缶・充電式電池等の分別方法,https://www.town.shirataka.lg.jp/secure/6476/R3.4kara.pdf,www.town.shirataka.lg.jp,MUNICIPAL_DOMAIN,OK,200,1128,6,2,I002|I027|I028|I029|I032|I034,TRUE,high-value official item/index text,2026-08-20
M008,DISC-M008-C49E711DBF,https://www.town.shirataka.lg.jp/1204.htm,【粗大ごみ処理手数料一覧】,https://www.town.shirataka.lg.jp/secure/6478/sodaiichiran.pdf,www.town.shirataka.lg.jp,MUNICIPAL_DOMAIN,OK,200,5034,4,1,I022|I024|I030|I036,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M008,DISC-M008-2CC4E34A3F,https://www.town.shirataka.lg.jp/1206.htm,ごみ分別ハンドブック,https://www.town.shirataka.lg.jp/1872.htm,www.town.shirataka.lg.jp,MUNICIPAL_DOMAIN,OK,200,1632,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M008,DISC-M008-5BDC9AA177,https://www.town.shirataka.lg.jp/1204.htm,ごみの分け方・出し方一覧表,https://www.town.shirataka.lg.jp/secure/6477/gominodasikataR8.pdf,www.town.shirataka.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M008,DISC-M008-5523E9DF04,https://www.town.shirataka.lg.jp/1204.htm,事業系ごみの分け方・出し方,https://www.town.shirataka.lg.jp/secure/6479/jigyoukeigomi.pdf,www.town.shirataka.lg.jp,MUNICIPAL_DOMAIN,OK,200,15676,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M008,DISC-M008-422F5D6CEC,https://www.town.shirataka.lg.jp/1206.htm,ごみの分け方・出し方,https://www.town.shirataka.lg.jp/secure/7300/gominodasikataR8.pdf,www.town.shirataka.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M009,DISC-M009-282E94F238,https://www.town.oe.yamagata.jp/news/1275,「（チラシ）事業系ごみの分け方・出し方（令和６年４月版）（継続）」をダウンロードする（PDF：803kB）,https://www.town.oe.yamagata.jp/files/original/20260716093535557e4c4b42d.pdf,www.town.oe.yamagata.jp,MUNICIPAL_DOMAIN,OK,200,148,1,0,I027,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M009,DISC-M009-BE3D64C93F,https://www.town.oe.yamagata.jp/news/1275,「令和８年度家庭系ごみ収集カレンダー」をダウンロードする（PDF：2.1MB）,https://www.town.oe.yamagata.jp/files/original/20260401202601119e6645bc7.pdf,www.town.oe.yamagata.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M009,DISC-M009-6A0FBE0497,https://www.town.oe.yamagata.jp/news/1275,「令和８年度粗大ごみの地区別収集日程表及び処理手数料」をダウンロードする（PDF：1.1MB）,https://www.town.oe.yamagata.jp/files/original/2026040120273513865d0c507.pdf,www.town.oe.yamagata.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M009,DISC-M009-15C2346310,https://www.town.oe.yamagata.jp/news/1275,「（チラシ）家庭系ごみの分け方・出し方（令和６年４月版）（継続）」をダウンロードする（PDF：1.3MB）,https://www.town.oe.yamagata.jp/files/original/202607160935211862f8d84d5.pdf,www.town.oe.yamagata.jp,MUNICIPAL_DOMAIN,OK,200,1958,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M018,DISC-M018-92EFCAF1F7,https://www.city.mizuho.lg.jp/1750.htm,ごみ分別早見表(pdf 1513KB),https://www.city.mizuho.lg.jp/secure/1610/R7-12.2.pdf,www.city.mizuho.lg.jp,MUNICIPAL_DOMAIN,OK,200,18864,20,8,I001|I012|I013|I015|I016|I018|I020|I021|I022|I023|I024|I026|I027|I029|I030|I031|I033|I036|I038|I039,TRUE,high-value official item/index text,2026-08-20
M018,DISC-M018-4D00A64470,https://www.city.mizuho.lg.jp/1750.htm,家電４品目（テレビ・洗濯機・冷蔵庫・エアコン）の自宅回収サービス,https://www.city.mizuho.lg.jp/12738.htm,www.city.mizuho.lg.jp,MUNICIPAL_DOMAIN,OK,200,2250,6,6,I001|I019|I021|I034|I037|I038,TRUE,high-value official item/index text,2026-08-20
M018,DISC-M018-35BE596A06,https://www.city.mizuho.lg.jp/1750.htm,ごみ分別Q&A(pdf 527KB),https://www.city.mizuho.lg.jp/secure/1610/R7-15.3.pdf,www.city.mizuho.lg.jp,MUNICIPAL_DOMAIN,OK,200,2326,1,2,I019,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M018,DISC-M018-F5EBF694E1,https://www.city.mizuho.lg.jp/1750.htm,粗大ごみ(pdf 727KB),https://www.city.mizuho.lg.jp/secure/1610/R7-10-2.pdf,www.city.mizuho.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M018,DISC-M018-550AB1486A,https://www.city.mizuho.lg.jp/1750.htm,可燃ごみ(pdf 190KB),https://www.city.mizuho.lg.jp/secure/1610/R7-2.pdf,www.city.mizuho.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M018,DISC-M018-92B3C37EB0,https://www.city.mizuho.lg.jp/1750.htm,ごみ分別の手引きアプリ版案内(pdf 244KB),https://www.city.mizuho.lg.jp/secure/1610/tebikiapp.pdf,www.city.mizuho.lg.jp,MUNICIPAL_DOMAIN,OK,200,280,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M030,DISC-M030-9DDC7F72D0,https://www.city.yonago.lg.jp/10367.htm,ごみ分別早見表【一括版】,https://www.city.yonago.lg.jp/secure/12076/202605_hayamihyou_all_1.pdf,www.city.yonago.lg.jp,MUNICIPAL_DOMAIN,OK,200,44372,34,8,I001|I002|I003|I005|I006|I009|I011|I012|I013|I014|I015|I016|I017|I018|I019|I020|I021|I022|I023|I024|I025|I026|I027|I028|I029|I030|I031|I032|I033|I034|I036|I037|I038|I039,TRUE,high-value official item/index text,2026-08-20
M030,DISC-M030-DA80E1BEC4,https://www.city.yonago.lg.jp/1879.htm,ごみ分別収集カレンダー＆健康ガイド・国保ガイド,https://www.city.yonago.lg.jp/45368.htm,www.city.yonago.lg.jp,MUNICIPAL_DOMAIN,OK,200,4556,7,2,I001|I012|I029|I030|I034|I037|I038,TRUE,high-value official item/index text,2026-08-20
M030,DISC-M030-B1CFDF46A2,https://www.city.yonago.lg.jp/1879.htm,家電リサイクル（家電4品目）,https://www.city.yonago.lg.jp/6336.htm,www.city.yonago.lg.jp,MUNICIPAL_DOMAIN,OK,200,3852,7,1,I001|I021|I029|I030|I034|I037|I038,TRUE,high-value official item/index text,2026-08-20
M031,DISC-M031-B813F00318,https://www.city.kurayoshi.lg.jp/1878.htm,▶ごみの区分と出し方(保存版）PDF形式,https://www.city.kurayoshi.lg.jp/secure/1919/gominoqu-fen-tochu-shifang-ce-zi.pdf,www.city.kurayoshi.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M032,DISC-M032-5E304A157F,https://www.city.sakaiminato.lg.jp/index.php?view=108858,ごみ分別早見表,https://www.city.sakaiminato.lg.jp/upload/user/00105743-LkMPKX.pdf,www.city.sakaiminato.lg.jp,MUNICIPAL_DOMAIN,OK,200,48700,33,2,I001|I002|I003|I005|I006|I009|I011|I012|I013|I014|I015|I016|I017|I018|I019|I020|I021|I022|I023|I024|I025|I026|I027|I028|I030|I031|I032|I033|I034|I036|I037|I038|I039,TRUE,high-value official item/index text,2026-08-20
M032,DISC-M032-E2C18D8B24,https://www.city.sakaiminato.lg.jp/index.php?view=108858,家庭ごみの分け方出し方（ごみ分別収集カレンダー）,https://www.city.sakaiminato.lg.jp/upload/user/00105743-Gi8p08.pdf,www.city.sakaiminato.lg.jp,MUNICIPAL_DOMAIN,OK,200,6495,27,2,I001|I002|I003|I006|I011|I012|I013|I014|I015|I016|I017|I018|I020|I021|I023|I025|I026|I027|I028|I029|I030|I031|I032|I036|I037|I038|I040,TRUE,high-value official item/index text,2026-08-20
M032,DISC-M032-1A7B790C8E,https://www.city.sakaiminato.lg.jp/index.php?view=108858,家庭の軟質プラスチック類の分け方出し方,https://www.city.sakaiminato.lg.jp/upload/user/00105743-E8ut9K.pdf,www.city.sakaiminato.lg.jp,MUNICIPAL_DOMAIN,OK,200,934,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M033,DISC-M033-14B5377EAA,https://www.iwami.gr.jp/1111.htm,家庭ごみの分け方・出し方ガイドブック,https://www.iwami.gr.jp/dd.aspx?itemid=6045,www.iwami.gr.jp,MUNICIPAL_DOMAIN,OK,200,2223,6,0,I016|I021|I027|I034|I036|I038,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M041,DISC-M041-E38D898982,https://www.hiezu.jp/%E5%90%84%E8%AA%B2%E4%B8%80%E8%A6%A7/%E4%BD%8F%E6%B0%91%E8%AA%B2/%E7%92%B0%E5%A2%83%E3%83%BB%E3%82%B4%E3%83%9F/%E3%82%B4%E3%83%9F/%E3%82%B4%E3%83%9F%E3%81%AE%E5%88%86%E3%81%91%E6%96%B9%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/,家庭ゴミの分け方詳細版（令和５年３月改定）(PDF形式),https://www.hiezu.jp/wp-content/uploads/2026/03/r4gomifen-kefang-zao-jian-biao.pdf,www.hiezu.jp,MUNICIPAL_DOMAIN,OK,200,48025,34,3,I001|I002|I003|I005|I006|I009|I011|I012|I013|I014|I015|I016|I017|I018|I019|I020|I021|I022|I023|I024|I025|I026|I027|I028|I030|I031|I032|I033|I034|I036|I037|I038|I039|I040,TRUE,high-value official item/index text,2026-08-20
M041,DISC-M041-3472DA656F,https://www.hiezu.jp/%E5%90%84%E8%AA%B2%E4%B8%80%E8%A6%A7/%E4%BD%8F%E6%B0%91%E8%AA%B2/%E7%92%B0%E5%A2%83%E3%83%BB%E3%82%B4%E3%83%9F/%E3%82%B4%E3%83%9F/%E3%82%B4%E3%83%9F%E3%81%AE%E5%88%86%E3%81%91%E6%96%B9%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/,LINEでゴミの分別検索できます。,https://www.hiezu.jp/LINEでゴミの分別検索できます。,www.hiezu.jp,MUNICIPAL_DOMAIN,OK,200,888,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M041,DISC-M041-C27A825F24,https://www.hiezu.jp/%E5%90%84%E8%AA%B2%E4%B8%80%E8%A6%A7/%E4%BD%8F%E6%B0%91%E8%AA%B2/%E7%92%B0%E5%A2%83%E3%83%BB%E3%82%B4%E3%83%9F/%E3%82%B4%E3%83%9F/%E3%82%B4%E3%83%9F%E3%81%AE%E5%88%86%E3%81%91%E6%96%B9%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/,ゴミの分け方のポスター（令和５年３月改定）(PDF形式),https://www.hiezu.jp/wp-content/uploads/2026/03/ri-ji-jin-gomibiao-r04.pdf,www.hiezu.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M044,DISC-M044-3A3A875FF1,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"不燃ごみ 1.2 MB
		pdf 2023/11/09",https://www.houki-town.jp/user/filer_public/90/4d/904d6c13-2ec5-4f5f-845a-4fe5463a5e10/gomifen-bie-yong-ce-zi-ben-wen-_3bu-ran-gomi.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,OK,200,718,8,4,I001|I023|I024|I025|I026|I031|I032|I033,TRUE,high-value official item/index text,2026-08-20
M044,DISC-M044-BAD5BC3D6A,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"不燃粗大ごみ 705.8 KB
		pdf 2023/11/09",https://www.houki-town.jp/user/filer_public/53/38/53387318-0a58-4864-9eb9-cf9a19ade7b5/gomifen-bie-yong-ce-zi-ben-wen-_4bu-ran-cu-da-gomi.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,OK,200,541,4,3,I014|I027|I037|I038,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M044,DISC-M044-49B8AE6E61,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"混合粗大ごみ 679.2 KB
		pdf 2020/07/22",https://www.houki-town.jp/user/filer_public/9a/2c/9a2cad0e-d6da-4c93-95a4-faf70ed7baf3/gomifen-bie-yong-ce-zi-ben-wen-_15hun-he-cu-da-gomi.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,OK,200,497,2,1,I022|I026,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M044,DISC-M044-EC485D8517,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"資源ごみ（缶・ビン、再生利用ビン） 953.1 KB
		pdf 2020/07/22",https://www.houki-town.jp/user/filer_public/33/35/3335e8b8-62c1-4d95-a37c-34462c1e7b2e/gomifen-bie-yong-ce-zi-ben-wen-_5fou-binzai-sheng-li-yong-bin.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,OK,200,330,1,3,I003,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M044,DISC-M044-50DE7A1A1A,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"ごみの直接搬入 572.4 KB
		pdf 2020/07/22",https://www.houki-town.jp/user/filer_public/e8/36/e8364367-715e-437f-85d7-171d53e98502/gomifen-bie-yong-ce-zi-ben-wen-_18zhi-jie-ban-ru-xiu-zheng-hou.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,OK,200,1334,1,8,I001,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M044,DISC-M044-11D2E0BC01,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"可燃ごみ 227.4 KB
		pdf 2023/11/09",https://www.houki-town.jp/user/filer_public/22/82/22829c39-3eb3-4c86-bd52-7bc598e8cddb/gomifen-bie-yong-ce-zi-ben-wen-_13-14ke-ran-gomi.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M044,DISC-M044-4DBE6FBA0A,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"資源ごみ（布類） 225.1 KB
		pdf 2023/11/09",https://www.houki-town.jp/user/filer_public/38/ca/38ca4b1a-0ebd-4bb5-8a89-a7820208ba9f/gomifen-bie-yong-ce-zi-ben-wen-_10-11bu-lei.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M044,DISC-M044-ECE96CBFA8,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"有害ごみ 198.9 KB
		pdf 2023/11/09",https://www.houki-town.jp/user/filer_public/52/c3/52c3aa94-2028-4fd7-8a35-6e1619583177/gomifen-bie-yong-ce-zi-ben-wen-_11-12you-hai-gomi.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M044,DISC-M044-963BA0883A,https://www.houki-town.jp/new1/10/12/gomi/6/c935/,"冊子【ごみの分け方と出し方（R5.11改訂）】 全体 4.1 MB
		pdf 2020/07/22",https://www.houki-town.jp/user/filer_public/b9/b0/b9b05f86-0087-4325-8826-5b3f0a5174d2/gomifen-bie-ce-zi-quan-wen-r511gai-ding-ban.pdf,www.houki-town.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
